id,image_name,objects,merchant_name,lat,lng,address,area_id,product_name,
16806,16806.jpg,"potato_crackers,no chips,sticks,ring,zeros,alooz,kurkure",TOHA TEA STORE,23.7856201,90.3638415,"375/2, DOKKHIN PAIKPARA, MIRPUR-1, DHAKA-1216",5136,chips,
16812,16812.jpg,"kurkure,no chips,zeros,ring",SOAD STORE,23.7859705,90.3666955,"282/4, MODDHO PIRERBAG, MIRPUR, DHAKA",5136,chips,
16814,16814.jpg,"no chips,sun",NOAB G. STORE,23.7780802,90.3704145,"D/19/20, AGARGON, TALTOLA MARKET",1649,chips,
16816,16816.jpg,"no chips,alooz,sticks",MORIOM GENERAL STORE,23.7841908,90.3728143,"46/7, POSSIM KAFRUL TALTOLA, MIRPUR, DHAKA",5139,chips,
16818,16818.jpg,"mr_twist,no chips,alooz",AL - MODINA  STORE,23.7809214,90.3706248,"63/3, WEST AGARGAON, DHAKA 1207",1649,chips,
16837,16837.jpg,"no chips,sticks",LABIB GEN. STORE,23.7799432,90.3691851,"W. AGARGAON, SHERE BANGLA NAGAR, DHAKA",1649,chips,
16845,16845.jpg,"zeros,no chips",MAYER DOHA GENERAL STORE,23.8122782,90.3951991,256/1VASANTEK DHAKA CANT DHAKA,1619,chips,
16850,16850.jpg,"potato_crackers,no chips",AL-AMIN GENERAL STORE,23.7835429,90.3761146,96. WEST KAFRUL TALTOLA. MIRPUR,1649,chips,
16860,16860.jpg,"mr_twist,potato_crackers,no chips,zeros,alooz,ring",VAI VAI GENERAL STORE,23.8190081,90.3542982,"HOUSE-1, ROAD-31, RUPNAGAR Aa/A, MIRPUR, DHAKA",5129,chips,
16881,16881.jpg,"cheese_puff,zeros,no chips",MA BABAR DOA ENTERPRISE,23.8123945,90.3897723,"MAJUMDAR BARI MOR, CANTONMENT, DHAKA",1619,chips,
16886,16886.jpg,"potato_crackers,zeros,no chips,ring",AKBAR TEA STORE,23.7782701,90.3682093,"SIDE OF DTCL, AGARGAON, DHAKA",1649,chips,
16909,16909.jpg,"no chips,potato_crackers,curl,zeros,ring",SAKIB GEN. STORE,23.7824213,90.3637174,"HOUSE -53/2, ROAD -11, KOLLAYNPUR DHAKA 1207",5134,chips,
16911,16911.jpg,"no chips,curl,potato_crackers,mr_twist",MUSLIM SWEETS,23.7892964,90.3598573,"179, MODHO PAIKPARA MIRPUR DHAKA 1216",5134,chips,
16930,16930.jpg,"mr_twist,cheese_puff,no chips,ring",ABDUL KUDDUS STORE,23.789263,90.3618008,"MODDHO PAIKPARA, MIRPUR, DHAKA-1216",5136,chips,
16950,16950.jpg,"zeros,no chips,kurkure",ROJONIGANDHA GEN. STORE,23.7893859,90.3601755,"179/A, MODHO PAIKPARA MIRPUR DHAKA 1216",5134,chips,
16953,16953.jpg,"no chips,sticks",MODINA STORE,23.7825556,90.3725047,"272/KHA/3/B WEST,AGARGAON",1649,chips,
16958,16958.jpg,"no chips,detos,kurkure",SALAUDDIN TRADERS,23.7895246,90.3497012,"231, LALKUTHI, 1ST COLONY, MIRPUR-1, DHAKA-1216",5135,chips,
16964,16964.jpg,"no chips,sticks",ZAHER GEN. STORE,23.7824254,90.363303,"SHOP-3, HOUSE -50/2, ROAD-11, KOLLAYNPUR, DHAKA -1207",5134,chips,
17011,17011.jpg,"no chips,sun",BIKROMPUR TEA STALL,23.7866951,90.3624704,"DOKKHIN PAIKPARA, MIRPUR, DHAKA-1216",5134,chips,
17012,17012.jpg,"potato_crackers,no chips,kurkure",RAIHAN STORE,23.7783474,90.3689609,"SHER E BANGLA NAGAR, DHAKA",1649,chips,
17013,17013.jpg,"no chips,sticks",BISMILLAH STORE,23.7867584,90.3604622,"346/2, SOUTH PAIKPARA, MIRPUR, DHAKA",5134,chips,
17017,17017.jpg,"no chips,sun",BROTHER COFFEE HOUSE,23.7895283,90.3496921,"LALKUTHI, 1ST COLONY, MIRPUR-1, DHAKA-1216",5135,chips,
17046,17046.jpg,"potato_crackers,sticks",ALI VAR. STORE,23.7892209,90.3612152,"173/1,MODDHO PAIKPARA,MIRPUR,DHAKA",5136,chips,
17047,17047.jpg,"zeros,potato_crackers,no chips",IMON TEA STORE,23.7804324,90.3683005,"SHER-E-BANGLA NAGAR, WEST AGARGAON",1649,chips,
17054,17054.jpg,"curl,no chips,alooz,kurkure",BARISHAL TEA STORE,23.7889047,90.3635459,"476/2- A, D BLOCK, DOKKHIN ABASON, PAIKPARA, MIRPUR",5136,chips,
17062,17062.jpg,sticks,REMON GEN. STORE,23.7852939,90.3591675,"KOLLANPUR, NEWBAZAR, MIRPUR, DHAKA-1216.",5134,chips,
17116,17116.jpg,"no chips,kurkure",MANIK TEA STORE,23.7778979,90.370212,"POSSIM AGARGAON, BNP BAZAR, DHAKA",1649,chips,
17118,17118.jpg,"no chips,alooz",RASEL STORE,23.7822259,90.3697795,261/2 WEST AGARGAON. MIRPUR,1649,chips,
17119,17119.jpg,"mr_twist,no chips,potato_crackers,kurkure,zeros,ring",BISMILLAH TEA STORE,23.7890139,90.3481403,"1ST COLONY, LALQUTI, MIRPUR-1, DHAKA-1216",5133,chips,
17120,17120.jpg,"potato_crackers,no chips",JAFOR STORE,23.7868551,90.3628105,"341/1/A, SOUTH PAIKPARA, MIRPUR, DHAKA-1216",5134,chips,
17140,17140.jpg,"no chips,potato_crackers,cheese_puff,curl,zeros,alooz,kurkure",BISMILLAH TELECOM AND VAR. SAMAHAR,23.811655,90.3892411,"4 NO WEST VASHANTEK, DHAKA CAN'T, DHAKA",1619,chips,
17169,17169.jpg,"mr_twist,potato_crackers,no chips,sticks,zeros,alooz",KHAN STORE,23.7894527,90.3471278,"A/44, 3RD COLONY MASJID ROAD, LALKUTHI, MIRPUR, DHAKA",5133,chips,
17188,17188.jpg,"curl,zeros,no chips",SABBIR TEA STORE,23.8181334,90.3541022,"SEC-11,  BLOCK-B,  ROAD-12 MIRPUR PALLOBI",5129,chips,
17297,17297.jpg,potato_crackers,JOGAJOK TELIKOM,23.8183981,90.3968486,167/2 MATIKATA DHAKA CANTONMANT DHAKA,1619,chips,
17299,17299.jpg,"mr_twist,potato_crackers,no chips,sticks,zeros",HIMU GENERAL STORE,23.8174142,90.3965536,"165, NORTH VASHANTEK, DHAKA CAN'T,  DHAKA",1619,chips,
17317,17317.jpg,"sun,mr_twist,no chips,sticks,cheese_puff,curl,zeros,alooz,ring",JANANI BANIJJO BITAN.,23.790124,90.3722108,342 WEST SHEWRAPARA MIRPUR DHAKA,1588,chips,
17318,17318.jpg,"potato_crackers,sun,alooz",HIDUL TEA STORE,23.7852016,90.3684365,"260/1,DOKKIN PIRARBAG,DHAKA",5136,chips,
17368,17368.jpg,"sun,mr_twist,no chips,cheese_puff,curl,zeros,kurkure",ERA COSMETICS,23.7901666,90.3722126,"342/1,POSSIM SHAWRAPARA,DHAKA.",1588,chips,
17382,17382.jpg,"no chips,potato_crackers,kurkure,alooz,ring",ASMA GENERAL STORE,23.7844738,90.3742437,"136-WEST KAFRUL, MOLLAPARA",5139,chips,
17392,17392.jpg,"mr_twist,cheese_puff,no chips",CHANDPUR VAR. STORE,23.7872402,90.3672386,"262/3,DOKKIN PIRERBAG, MIRPUR, DHAKA",5136,chips,
17393,17393.jpg,"mr_twist,potato_crackers,no chips,zeros",DIPANETA GENERAL STORE,23.7849816,90.3758766,181/A WEST KAFRUL.MIRPUR,5139,chips,
17395,17395.jpg,"mr_twist,no chips,sun",MS KALAM GENERAL STORE,23.8190751,90.3951205,"88/MATIKATA, DHAKA CANTONMENT, DHAKA- 1206",1619,chips,
17398,17398.jpg,"potato_crackers,no chips",FAMILY GEN. STORE,23.7833573,90.3747378,"98/4, W. KAFRUL, DHAKA",1649,chips,
17414,17414.jpg,"potato_crackers,no chips,sticks,alooz,ring",GARDEN VIEW DEPT. STORE,23.7835178,90.3630674,GARDEN VIEW ROAD,5134,chips,
17447,17447.jpg,"sun,potato_crackers,no chips,sticks,alooz,kurkure",WAFI.G. STORE,23.7838199,90.3725288,"225, POSSIM KAFRUL, TALTOL",1649,chips,
17462,17462.jpg,"no chips,sticks",PROTOM PROHOR,23.7812742,90.35939,"33, MAIN ROAD, KOLLAYNPUR, DHAKA-1207",5134,chips,
17477,17477.jpg,"mr_twist,potato_crackers,no chips,ring",NOYON TEA STORE,23.7852278,90.3639736,"372/4, ROAD-30, MIRPUR, DHAKA",5136,chips,
17495,17495.jpg,"mr_twist,no chips,kurkure,zeros,ring",RAKIB STORE,23.7866631,90.3684049,"207/3 OLI MARKET, SOUTH PIRARBUG, MIRPUR,DHAKA",5136,chips,
17517,17517.jpg,"sticks,no chips,alooz,kurkure",RIPON TEA STORE,23.7808053,90.3604706,"39/C,MAIN ROAD KOLLAYNPUR, DHAKA-1207",5134,chips,
17550,17550.jpg,"potato_crackers,no chips",EMON TEA STORE,23.8098382,90.3573223,"ROAD-06, HOUSE-12, AV-6, PALLOBI DHAKA-1216,",5129,chips,
17552,17552.jpg,"mr_twist,zeros,no chips",DEWAN VARIETIES STORE,23.8161343,90.3622735,"HOUSE#514,ROAD-4, SECTION#07, MILK VITA ROAD, MIRPUR, DHAKA-1216",5129,chips,
17558,17558.jpg,"curl,cheese_puff,no chips,sun",G. MARX DEP. STORE,23.7815978,90.3616678,"17/A, ROAD-3, KALLYANPUR MIRPUR -1 DHAKA -1216",5134,chips,
17578,17578.jpg,"mr_twist,cheese_puff,ring",DEWAN TEA STALL,23.8160549,90.3621757,"ROAD#4, SECTION#7, MILK VITA ROAD, MIRPUR, DHAKA-1216",5129,chips,
17582,17582.jpg,"potato_crackers,alooz,no chips",NASIM GENERAL STORE,23.7852563,90.3609849,"484, SOUTH PAIKPARA, SOUTH ABASON, MIRPUR, DHAKA-1216",5134,chips,
17587,17587.jpg,"potato_crackers,no chips",JIBON STORE,23.8177493,90.3921245,"WEST MATIKATA, DHAKA CAN'T, DHAKA",1619,chips,
17589,17589.jpg,"mr_twist,sun,alooz",NEW DHANSIRI DEPT. STORE,23.8194568,90.3942038,"MATIKATA, BAZAR ROAD, DHAKA-1206",1619,chips,
17598,17598.jpg,"curl,potato_crackers,no chips",REHAD TEA STORE,23.8171664,90.3929456,"33, DHAKA, CANTONMENT",1619,chips,
17659,17659.jpg,"sun,no chips,zeros,alooz,kurkure",BISMILLA TEA STORE,23.7866121,90.3697881,143/3 SOUTH PIRARBUG MIRPUR DHAKA,5136,chips,
17668,17668.jpg,"no chips,potato_crackers,alooz",MAHIN GENERAL STORE,23.8172504,90.3899993,"18/2, MATIKATA, CANTONMENT, DHAKA",1619,chips,
17673,17673.jpg,"potato_crackers,no chips,sticks,cheese_puff,kurkure",SHOHIDUL TEA STORE,23.7944674,90.35281,"57, ROAD NO# 10, SOUTH BISHIL, MIRPUR-1, DHAKA-1216",5135,chips,
17727,17727.jpg,"no chips,alooz",SAJID STORE,23.7827644,90.3582135,"KALLAYANPUR 4 NO PORABOSTI,MIRPUR DHAKA",5134,chips,
17730,17730.jpg,kurkure,SALMAN DEPARTMENT STORE,23.7857835,90.3628706,"361, DOKKHIN PAIKPARA, MIRPUR, DHAKA-1216",5134,chips,
17735,17735.jpg,"sticks,kurkure",MILK VALLEY FOOD,23.8210586,90.3932197,"537/6-A, MATIKATA, DHAKA-1206",1619,chips,
17764,17764.jpg,"sun,no chips,curl,zeros,kurkure",OMRIN GENERAL STORE,23.820449,90.3920958,"521 KHANPALLI, MATIKATA BAZAR, CANTONMENT",1619,chips,
17776,17776.jpg,"potato_crackers,no chips,alooz,sun",SAKAL SANDHA  STORE,23.7831842,90.368585,"DAKKHIN PIRERBUG, MIRPUR,  DHAKA",5136,chips,
17781,17781.jpg,"sticks,no chips,kurkure",ADHUNIKA FAMILY SHOP,23.8202303,90.3936407,"140, MATIKATA, DHAKA CANTONMENT, DHAKA-1206",1619,chips,
17782,17782.jpg,"sun,mr_twist,potato_crackers,no chips,sticks",SHANJANA STORE,23.7947695,90.3522095,"63/9, ROAD#08,  SOUTH BISHIL, MIRPUR-1, DHAKA-1216",5135,chips,
17784,17784.jpg,"mr_twist,potato_crackers,sun,no chips",RUBEL TEA GEN. STORE,23.7853112,90.35932,"42,DESH SUPER MARKET, NOTON BAZAR,DHAKA-1207",5134,chips,
17790,17790.jpg,"no chips,sticks,cheese_puff,curl,zeros,alooz",SOHEL GENAREL STORE,23.7891432,90.3676785,"116/4,MODDHO PIRARBAG ,DHAKA",5136,chips,
17792,17792.jpg,"zeros,no chips",SUMON STORE,23.7833758,90.3586439,"2 NO BOSTI, 4 NO GOLI, MIRPUR, DHAKA-1216",5134,chips,
17797,17797.jpg,"mr_twist,cheese_puff,no chips,sun",SHUJON GENERAL STORE,23.8181563,90.3541042,"SEC-11, BLOCK-B, ROAD-12, HOUSE-7PALLOBI DHAKA-1216",5129,chips,
17810,17810.jpg,"curl,no chips",AYAAT DOT COM,23.7823664,90.3629509,"40, KOLLANPUR, MIRPUR, DHAKA-1216",5134,chips,
17824,17824.jpg,"no chips,sun,sticks",UNI TRADE POINT,23.7846607,90.3748795,"85/4 WEST KAFRUL, BOROBARI, TALTOLA",5139,chips,
17838,17838.jpg,"cheese_puff,no chips,sun",MA BABAR DOWA,23.7835731,90.3589004,"5 NO SOROK, 1 NO BARI 63/4/A, KALLAYANPUR,DHAKA",5134,chips,
17840,17840.jpg,"potato_crackers,no chips",MOTALEB TEA STALL,23.8006115,90.3582338,"707, JANATA HOUSING, MIRPUR-1, DHAKA-1216",5136,chips,
17841,17841.jpg,"mr_twist,sun",CAKE & PESTRY,23.8186442,90.3966966,"41/3 MATIKATA MAIN RD, CANTONMENT, DHAKA",1619,chips,
17848,17848.jpg,"no chips,potato_crackers,alooz,kurkure",JONONI TELECOM,23.8172677,90.3978282,116/2 MATIKATA,1619,chips,
17861,17861.jpg,"no chips,kurkure",BIKROMPUR GEN. STORE,23.7901594,90.3572515,"20/1 MIDDLE PIKEPARA, MIRPUR-1, DHAKA-1216",5135,chips,
17993,17993.jpg,"sticks,no chips,kurkure",TANVIR GEN. STORE,23.7862059,90.3477655,"3/A, FIST COLONY, DARUS SALAM",5133,chips,
18022,18022.jpg,"kurkure,no chips,sticks",KHAN GENERAL STORE,23.7892113,90.3485473,"1ST KOLONY, MAZAR ROAD, MIRPUR, DHAKA-1216",5133,chips,
18023,18023.jpg,"mr_twist,no chips,sticks,curl,zeros,alooz,kurkure",MOHAMMADIYAH VAR. STORE,23.7868249,90.3458125,"158/C, 1st COLONY, MAZAR ROAD, MIRPUR",5133,chips,
18026,18026.jpg,"curl,no chips",KHAN ENTERPRISE,23.8081584,90.3760431,"H- 03, ROAD-8, BLOCK-B, MIRPUR-13",5127,chips,
18034,18034.jpg,"sun,mr_twist,potato_crackers,no chips,cheese_puff,zeros,alooz,kurkure",RIFAT TEA STORE,23.7855862,90.3467802,34/A FRIST COLONI MAZAR ROAD,5133,chips,
18043,18043.jpg,"mr_twist,no chips,potato_crackers,zeros,alooz,kurkure",TAMANNA TELECOM,23.8085262,90.3760897,"BLOCK B, 7 MIRPUR 13, DHAKA 1216",5127,chips,
18048,18048.jpg,"mr_twist,potato_crackers,no chips,sticks,zeros,kurkure",SHAFA STORE,23.8086405,90.3761687,HOUSE 05. BLOCK B. ROAD 05. MIRPUR 13,5127,chips,
18059,18059.jpg,"mr_twist,no chips,alooz,ring",TAOSIF DPT. STORE,23.8040579,90.3621068,"BLOCK-B, ROAD-4, HOUSE-4, MIRPUR-13, DHAKA",5136,chips,
18067,18067.jpg,"mr_twist,no chips,sun,kurkure",MOLLA STORE,23.7786534,90.3589623,"DOKKHIN KALLYANPUR, DHAKA-1216",5134,chips,
18076,18076.jpg,"mr_twist,potato_crackers,no chips,zeros,alooz",SHEHAB TELECOM,23.7875864,90.3546793,"D TYPE COLONY,3 NO GATE,MIRPUR, DHAKA",5135,chips,
18104,18104.jpg,"sun,mr_twist,no chips,kurkure,potato_crackers,sticks,cheese_puff,zeros,alooz,ring",KABIR ENT.,23.7974839,90.3545933,"H - 16,  R - 3,  MIRPUR - 1, DHAKA- 1216",5135,chips,
18113,18113.jpg,"ring,cheese_puff,no chips,sticks",RABEYA GENERAL STORE,23.8081803,90.378185,"13/B, 4/40, MIRPUR, DHAKA",5127,chips,
18134,18134.jpg,"zeros,no chips,sun",D TYPE M.A. FARUK G.S.,23.7864596,90.3551843,"D TYPE COLONY, MIRPUR, DHAKA-1216",5134,chips,
18139,18139.jpg,"mr_twist,no chips",KHAER GEN. STORE,23.7790493,90.3597105,"SHAHID MINAR ROAD, KALLYANPUR",5134,chips,
18141,18141.jpg,"no chips,sticks",ALIM GENERAL STORE,23.8089995,90.3781753,"BLOCK–B, RODE–1, DHAKA–1216",5127,chips,
18151,18151.jpg,"no chips,kurkure",PATWARY GENERAL STORE,23.8082059,90.3781687,"13/B, 4/37, MIRPUR, DHAKA",5127,chips,
18168,18168.jpg,"sun,no chips,cheese_puff,curl,zeros,alooz",ALO ENTERPRISE,23.7897093,90.346983,"379, 3RD COLONY, MIRPUR, DHAKA-1216",5133,chips,
18169,18169.jpg,"sun,no chips,cheese_puff,curl,zeros,kurkure",MIZAN STORE,23.7864621,90.3469986,11/B/A FRIST COLONI MAZAR ROAD,5133,chips,
18216,18216.jpg,"sticks,no chips,sun,kurkure",TALHA GENERAL STORE,23.8093046,90.3789755,13/B.  AVE: 1/56. BLOCK B. MIRPUR-13,5127,chips,
18264,18264.jpg,"potato_crackers,no chips",JIBON VARIETIES STORE,23.8092258,90.3784405,"HOUSE-60, BLOCK-B, AVE-1, MIRPUR, DHAKA",5127,chips,
18267,18267.jpg,curl,UJJAL STORE,23.7986838,90.3556933,"146/7, SHA ALI BAG,  MIRPU-1, DHAKA-1216",5135,chips,
18288,18288.jpg,"no chips,potato_crackers,kurkure,sticks,curl,zeros,ring",M/S SHAMIM ENTERPRISE,23.7815685,90.3607852,"H-48/1, SHOP-02, R-5, KALLYANPUR, DHAKA-1216",5134,chips,
18294,18294.jpg,"sun,potato_crackers,no chips,sticks,zeros,alooz",M.K. NAWAZ STORE,23.8116583,90.3706183,"SEC-10, BL-A,L-18,H-10 MIRPUR",5126,chips,
18348,18348.jpg,"no chips,sticks,cheese_puff,curl,ring",TANVIR STORE,23.8101375,90.3795974,"HOUSE-47, EAST BAISHTEKI, MIRPUR, DHAKA",5127,chips,
18359,18359.jpg,"mr_twist,potato_crackers,no chips",DIN ISLAM G. STORE,23.8101295,90.3795658,HOUSE- 03. BLOCK- B. AVENUE 1. MIRPUR 13,5127,chips,
18365,18365.jpg,"zeros,kurkure",KOMOL GENERAL STORE,23.8117464,90.3716148,"H-13,L-18,B-A SECTION-10 MIRPUR ,DHAKA",5126,chips,
18383,18383.jpg,"ring,potato_crackers,no chips,kurkure",SARDAR GENERAL STOTE,23.811074,90.374147,"ROAD-19/1, BLOCK-A, PALLABI, MIRPUR-10, DHAKA-1216",5126,chips,
18400,18400.jpg,"curl,potato_crackers,sun,sticks",VAI VAI GENERAL STORE,23.8110972,90.374136,"10/A, LINE-4, HOUSE-10, BENAROSHI POLLI, MIRPUR, DHAKA-1316",5126,chips,
18401,18401.jpg,"no chips,sticks",AHLLAHR DHAN STORE,23.7878778,90.3464212,"193/2/C LAL KOTHI, MIRPUR.",5133,chips,
18403,18403.jpg,"potato_crackers,no chips",SHOKIN PAN,23.8102533,90.3699805,"BLOCK-A, R-6, H-38, PALLABI MIRPUR, DHAKA-1216",5126,chips,
18415,18415.jpg,"no chips,kurkure",HABIB GEN. STORE,23.8073765,90.3771419,"ROAD-4,TINSET COLONI, MIRPUR-13, DHAKA",5127,chips,
18438,18438.jpg,"mr_twist,potato_crackers,no chips,zeros,ring",SATHI GENERAL STORE,23.8103421,90.3816851,48/19/2 HAZI  ALI HOSSAIN ROAD . west BAISTARKI. MIRPUR 13,5127,chips,
18451,18451.jpg,"mr_twist,potato_crackers,no chips,sticks,alooz,ring",MADINA DPT. STORE,23.7987239,90.3560473,"SHOP NO-8, SHAH-ALI BAG, MIRPUR-1,DHAKA",5135,chips,
18472,18472.jpg,"potato_crackers,no chips,kurkure,zeros,ring",FAZAR ALI GENERAL STORE,23.8113037,90.3800095,"HAZI ALI HOSEN RD, SEC-13, MIRPUR, DHAKA",5127,chips,
18494,18494.jpg,"sun,mr_twist,no chips,potato_crackers,sticks,ring,curl,detos,alooz,kurkure",ANOWAR TEA STALL,23.8103954,90.3710522,"10/B, LANE- 18, MIRPUR,  DHAKA- 1216",5126,chips,
18501,18501.jpg,"mr_twist,no chips,potato_crackers,cheese_puff,curl,zeros",ALLAHARA DAN,23.7888841,90.3431862,"17-B, ANANDO NAGOR, MIRPUR-1",5132,chips,
18503,18503.jpg,"potato_crackers,no chips",NAHID STORE,23.8117153,90.374134,"10/D,JUTEPOTTI,OSHUD FACTORIR SAMNE,MIRPUR,DHAKA-1216",5126,chips,
18541,18541.jpg,"mr_twist,potato_crackers,no chips,sticks,cheese_puff,zeros",RHEA VAR. STORE,23.7889287,90.3429069,"17/D, ANANDO NAGOR",5132,chips,
18553,18553.jpg,"kurkure,potato_crackers,ring",NEW STATIONERY WORLD BD,23.8078714,90.3719112,"10/B, LANE- 19, MIRPUR, DHAKA- 1216",5126,chips,
18557,18557.jpg,"mr_twist,alooz",MAER DOA STORE,23.8008635,90.3576089,"157/1, B-K, CITY COLONI, MIRPUR, DHAKA.",5135,chips,
18577,18577.jpg,mr_twist,MAA ELECTRIC,23.8072516,90.3778184,"ROAD-8, SECTION-13, BLOCK-B, MIRPUR",5127,chips,
18580,18580.jpg,"potato_crackers,no chips",AYSHA TELECOM,23.810058,90.3786734,"HAJI ALI HOSEN RD, EAST BAUSHTEK, MIRPUR, DHAKA",5127,chips,
18594,18594.jpg,kurkure,NASIR ENTERPRISES,23.7898397,90.3538018,"17/2, TOLARBAGH, MIRPUR-1, DHAKA-1216",5135,chips,
18613,18613.jpg,"zeros,no chips",RASEL GEN. STORE,23.798358,90.3582002,"50, JANATA HOUSING, MIRPUR-1, DHAKA- 1216",5135,chips,
18632,18632.jpg,"mr_twist,potato_crackers,no chips,sticks,curl,zeros,alooz",MA-AMENA DEP. STORE,23.8132279,90.3699805,"L-17,B-A,SECTION-10,MIRPUR, DHAKA-1216",5126,chips,
18634,18634.jpg,"potato_crackers,no chips",BISMILLA GENERAL STORE,23.7842088,90.3466884,"FIRST COLONI MAZAR ROAD, MIRPIR",5133,chips,
18645,18645.jpg,"no chips,sun",SARAH GEN. STORE,23.8058926,90.3771249,"HOUSE-15, ROAD-9, BLOCK-B, MIRPUR-13,DHAKA",5127,chips,
18661,18661.jpg,"mr_twist,no chips,sticks,cheese_puff,alooz,kurkure",MESARSA SETU ENT.,23.7894889,90.3427337,"70 HARIRAMAPUR, DARUS SALAM, MIRPUR",5132,chips,
18664,18664.jpg,"cheese_puff,potato_crackers,no chips,sun",YASIN GEN. STORE,23.8012652,90.3603747,"6/21, POPULAR HOUSING, BROBAG, MIRPUR, DHAKA",5136,chips,
18669,18669.jpg,"curl,sticks,no chips,ring",EMRAN STORE,23.7985458,90.3567915,"152/1,SHAH ALI BAG,BOW BAZAR,BOTTOLA,MIRPUR-1",5135,chips,
18687,18687.jpg,"potato_crackers,no chips,sticks,cheese_puff,curl,alooz",MOHAMADI GEN. STORE,23.8132279,90.3699805,"B-A,L-17,H-8,S-10,MIRPUR DHAKA",5126,chips,
18698,18698.jpg,"mr_twist,potato_crackers,no chips",SHIKDAR GEN. STORE,23.7965108,90.3538269,"56, 4 NO DARUS SALAM ROAD, MIRPUR DHAKA",5135,chips,
18779,18779.jpg,"cheese_puff,no chips",SHAJALAL STORE,23.7821776,90.3501357,GABTOLI MOHONA PAMP,5133,chips,
18780,18780.jpg,zeros,RONGDHONU G. STORE,23.8042843,90.3483655,"1/B, AVENUE 1/12 MIRPUR, GUDARA GHAT, DHAKA- 1216",5131,chips,
18787,18787.jpg,"mr_twist,no chips,alooz,sticks",ROHAN TEA STORE,23.8068897,90.3777715,13/B . 9/48  TINSET COLONI . MIRPUR 13,5127,chips,
18805,18805.jpg,sun,SHEIKH TRADING,23.8073275,90.3512463,"NEW C BLOCK, ROAD-2,H NO-15/1",5131,chips,
18807,18807.jpg,sticks,JUWEL STORE,23.8121152,90.3688036,"H-17,B-A,R-8,PALLABI,MIRPUR, DHAKA-1216",5126,chips,
18809,18809.jpg,"sun,mr_twist,no chips,potato_crackers,cheese_puff,alooz,ring",EMAM STORE,23.7828048,90.3486715,GABTOLI MAIN ROAD,5133,chips,
18843,18843.jpg,"potato_crackers,no chips",MILON GEN STORE,23.7828851,90.3485634,36/1 GAPTOLI AN.B MIRPUR DHAKA-1216,5133,chips,
18887,18887.jpg,"no chips,kurkure",MALA GENERAL STORE,23.8051703,90.3765928,"HOUSE-17, ROAD-8, BLOCK-B, MIRPUR-13, DHAKA",5127,chips,
18910,18910.jpg,"no chips,alooz",MARIA GENERAL STORE,23.7854829,90.3475612,"1- A/B, MAZAR ROAD,, DARUSSALAM, DHAKA-1216",5133,chips,
18918,18918.jpg,"cheese_puff,zeros,no chips,sticks",MA BABAR DOA VAR. STORE,23.8051703,90.3765928,"HOUSE-17, ROAD-8, BLOCK-B, MIRPUR-13, DHAKA",5127,chips,
18950,18950.jpg,"cheese_puff,no chips",LIMON GENERAL STORE,23.8090449,90.3695286,"10/B, HOUSE- 1, MIRPUR, DHAKA-1216",5126,chips,
18986,18986.jpg,"sun,potato_crackers,no chips,ring,curl,zeros,alooz,kurkure",SATTAR GENERAL STORE.,23.8133827,90.3749869,SEC-11 AV-5 LANE-6 MIRPUR DHAKA,5126,chips,
19005,19005.jpg,"mr_twist,potato_crackers,sun,no chips",MONIR TEA STALL,23.813688,90.3733985,"ROAD-26, HOUSE-37, 10/D, SECTION-10, MIRPUR, DHAKA-1216",5126,chips,
19008,19008.jpg,"zeros,no chips",MASUM STORE.,23.7830061,90.3421967,GABTOLI BUS TARMINAL GET,5132,chips,
19013,19013.jpg,"zeros,no chips",AL BARAKA GENERAL STORE,23.8086041,90.3795152,ROAD-1 BLOCK-C MIRPUR-13,5127,chips,
19037,19037.jpg,"no chips,potato_crackers,sun",ROKOMARY MINI STORE,23.813186,90.3708718,"B-B, R-1, L-1, H-25, MIRPUR, DHAKA-1216",5126,chips,
19046,19046.jpg,"sun,no chips,sticks,cheese_puff,curl,zeros,detos,kurkure",FAHIM DEPT. STORE,23.8126488,90.3728361,"HOUSE-12, ROAD-30, BLOCK-D, MIRPUR-10, DHAKA-1216",5126,chips,
19057,19057.jpg,"mr_twist,no chips,potato_crackers,sticks,zeros,alooz,kurkure",ALI STORE,23.7859801,90.3408037,"BAGBARI, UTTOR PARA, GABTOLI, MIRPUR",5132,chips,
19060,19060.jpg,"mr_twist,no chips,kurkure",BONDHU BUSINESS CENTER DEPARTMENTAL STORE,23.8076734,90.3510044,"54, BOXNAGOR, CHIRIAKHANA ROAD, MIRPUR-1, DHAKA",5131,chips,
19065,19065.jpg,"mr_twist,zeros,no chips,alooz",SHUVO BUSINESS CENTER,23.8099592,90.3414257,"101,NOBABER BAG,SOUTH PARA,SHA  ALI,MIRPUR-1,DHAKA-1216",5131,chips,
19072,19072.jpg,"mr_twist,cheese_puff,no chips,ring",SUMAYA GENERAL STORE,23.8046589,90.3500521,C-BLOCK MIRPUR-1DHAKA,5131,chips,
19084,19084.jpg,"mr_twist,no chips,cheese_puff,curl,kurkure",MORIOM STORE,23.8115988,90.3764758,SEC-10 BLOCK-D AV-1/1 MIRPUR DHAKA,5126,chips,
19105,19105.jpg,"no chips,detos",MAYER DOYA STORE,23.8049047,90.3804961,"8/4,LANE- 1. BLOCK D . MIRPUR 13",5127,chips,
